title,release_date,vote_count,vote_average
Listen to Me Marlon,2015-07-29,48.0,7.1
Crab Trap,2010-03-12,6.0,6.5
Naked You Die,1968-02-20,5.0,5.4
Proteus,1995-01-01,7.0,4.4
Maléfique,2002-11-09,30.0,6.1
Stars 80,2012-10-24,36.0,5.8
Act of Violence,2008-01-16,1.0,8.0
Beaumarchais the Scoundrel,1996-03-20,10.0,6.6
The Snow Devils,1967-01-18,6.0,2.8
Lightning Bolt,1967-01-01,0.0,0.0
Killers Are Challenged,1966-02-24,1.0,4.0
The Long Hair of Death,1964-12-30,2.0,6.5
Devil of the Desert Against the Son of Hercules,1964-06-27,1.0,3.0
Battle of the Worlds,1961-03-01,5.0,5.4
Assignment: Outer Space,1960-08-25,5.0,3.2
Virtual Weapon,1997-08-25,3.0,5.0
Alien from the Deep,1989-10-15,3.0,3.3
Commando Leopard,1985-10-24,5.0,6.6
The Hunters of the Golden Cobra,1982-08-11,4.0,5.9
Invasion of the Flesh Hunters,1980-08-04,21.0,5.7
Killer Fish,1979-12-07,9.0,5.6
Death Rage,1976-10-22,0.0,0.0
Seven Dead in the Cat's Eye,1973-04-12,10.0,6.4
And God Said to Cain,1970-02-05,5.0,5.1
Vengeance,1968-04-19,0.0,0.0
Pelican Dreams,2014-11-07,3.0,8.0
Hal,2013-06-08,19.0,7.0
Snowden’s Great Escape,2015-01-12,3.0,8.7
Fool Circle,2014-06-04,15.0,5.7
Magallanes,2015-08-20,1.0,9.0
The Keeping Room,2014-09-25,70.0,5.2
Cigarette Burns,2005-12-16,23.0,7.5
We Are the Freaks,2014-04-25,5.0,6.1
Our Brand Is Crisis,2015-09-11,196.0,5.8
Attack on Titan II: End of the World,2015-09-01,67.0,4.8
Big Sky,2015-08-14,21.0,4.0
L'odore della notte,1998-01-01,9.0,6.4
Agneepath,2012-01-25,46.0,6.3
Cocktail,2012-07-13,38.0,6.2
The Assassin,2015-08-27,158.0,6.6
The Gamechangers,2015-09-15,20.0,6.7
White Cannibal Queen,1980-09-15,4.0,4.9
Hercules in the Haunted World,1961-11-16,6.0,6.3
High-Rise,2015-11-22,355.0,5.3
The Night Before,2015-11-20,548.0,6.1
Into the Forest,2016-06-03,165.0,5.6
Time Out of Mind,2014-09-07,56.0,5.6
Winter Meeting,1948-04-07,0.0,0.0
The Princess of France,2014-08-07,2.0,4.0
Villegas,2012-11-07,1.0,5.0
First Spaceship on Venus,1960-02-26,14.0,4.3
Chain of Command,2015-08-30,11.0,5.3
A Perfect Man,2015-03-18,141.0,7.0
The Editor,2014-09-11,35.0,6.3
On Broadway,2007-04-25,0.0,0.0
Everest,2015-09-10,1805.0,6.7
Puella Magi Madoka Magica the Movie Part III: Rebellion,2013-10-26,36.0,7.3
Puella Magi Madoka Magica the Movie Part II: Eternal,2012-10-13,30.0,8.0
Sukeban Deka the Movie 2: Counter-Attack from the Kazama Sisters,1988-02-11,0.0,0.0
The Brand New Testament,2015-09-02,435.0,6.4
You Carry Me,2015-05-25,1.0,5.0
Cut Snake,2015-09-24,6.0,6.4
The First Olympics: Athens 1896,1984-05-20,1.0,9.0
Last House in Istanbul,1974-01-01,0.0,0.0
Mean Frank and Crazy Tony,1973-11-23,0.0,0.0
Red Amnesia,2014-08-30,6.0,6.6
City Beneath the Sea,1971-01-25,5.0,5.0
Kebab Connection,2004-04-21,20.0,6.6
Buddenbrooks,2008-12-25,8.0,6.1
Keine Lieder über Liebe,2005-10-26,2.0,8.0
Hilde,2009-03-11,3.0,6.2
Monster Hunt,2015-07-16,81.0,5.7
Wild City,2015-07-25,8.0,5.6
The Rolling Stones: Cocksucker Blues,1972-01-01,5.0,6.0
Spotlight,2015-11-06,2751.0,7.8
Viva,2015-11-08,12.0,7.4
Son of Saul,2015-06-11,285.0,7.1
Diane,1975-07-09,0.0,0.0
Funny Farm,1975-02-27,0.0,0.0
Burden of Evil,2012-04-22,2.0,3.0
Intruders,2016-01-15,153.0,5.7
Rabid Dogs,2015-09-30,32.0,5.6
Pawn Sacrifice,2015-09-16,272.0,6.7
Hardcore Henry,2015-09-12,780.0,6.2
Mega Snake,2007-07-28,6.0,3.8
Hunter × Hunter: Phantom Rouge,2013-01-12,29.0,6.7
"Remake, Remix, Rip-Off: About Copy Culture & Turkish Pop Cinema",2014-08-13,2.0,5.5
Il castello,2011-02-26,4.0,6.3
Hunter × Hunter: The Last Mission,2013-12-27,19.0,5.8
08/15,1954-09-30,4.0,5.9
Carmen,1915-10-31,4.0,6.3
Hanna's Journey,2014-01-23,7.0,5.5
Bon appétit,2010-11-12,8.0,5.3
"Killing Is My Business, Honey",2009-02-26,17.0,6.8
Call Girl of Cthulhu,2014-05-08,11.0,5.9
Roger Waters: The Wall,2014-09-29,45.0,7.7
Burnt,2015-10-02,974.0,6.3
Queen of the Desert,2015-09-03,61.0,6.1
Visions,2015-08-28,130.0,5.2
Nobody from Nowhere,2014-11-19,41.0,6.5
Heneral Luna,2015-09-09,16.0,8.0
Vem älskar Yngve Frej?,1973-01-05,1.0,8.0
Ryuzo and the Seven Henchmen,2015-04-25,14.0,6.8
The Saint of Gamblers,1995-06-28,2.0,3.5
Der Clown - Tag der Vergeltung,2005-01-01,3.0,4.7
Mary of Nazareth,1995-03-29,0.0,0.0
If I Were a Rich Man,2002-11-27,19.0,5.5
Fair Play,2006-09-06,5.0,5.4
The Ceremony,2014-11-08,1.0,7.0
A Stranger of Mine,2005-07-16,10.0,6.9
Miss Hokusai,2015-05-09,20.0,6.5
Being Canadian,2015-09-18,11.0,5.3
Dor,2006-09-22,4.0,6.8
Life Is Ruff,2005-01-13,10.0,4.5
Cow Belles,2006-03-24,59.0,4.9
Genius,1999-08-29,9.0,4.6
Teen Lust,2014-09-04,27.0,4.4
Scanner Cop,1994-07-27,4.0,5.5
The Timber,2015-02-27,17.0,4.1
Sriracha,2013-11-29,10.0,7.1
The Willies,1990-12-27,6.0,4.2
Evil Things,2009-06-17,15.0,4.1
Last Shift,2014-10-25,156.0,5.7
The Immortal Voyage of Captain Drake,2009-01-17,4.0,4.4
Fuck You Goethe 2,2015-09-10,286.0,6.6
Pay the Ghost,2015-09-16,204.0,5.1
A Million,2009-08-06,10.0,7.5
A Song of Lisbon,1933-11-07,12.0,8.0
Un mundo cuadrado,2012-10-19,1.0,6.0
Catch Me Daddy,2015-02-27,11.0,6.0
The Furthest End Awaits,2014-09-29,3.0,5.2
Flying Colors,2015-05-01,25.0,7.4
"Davy Crockett, Indian Scout",1950-01-06,1.0,1.0
Infinite,2012-08-25,0.0,0.0
The Brave Little Toaster to the Rescue,1997-11-01,21.0,6.8
Macropolis,2012-07-05,0.0,0.0
Oh Willy...,2013-04-03,5.0,6.4
The Legend of Seven Cutter,2006-03-30,3.0,5.7
Angry Harvest,1986-01-09,4.0,8.0
Naked Under the Moon,1999-09-08,3.0,8.3
Thunderbolt,1929-06-20,2.0,4.5
A Date with the Falcon,1942-01-16,4.0,7.0
Acolytes,2008-09-20,18.0,5.5
Any And Every Which Way,2010-02-27,2.0,4.5
Babes in Toyland,1997-01-01,5.0,4.8
Black River,2001-07-06,11.0,5.6
Varg Veum - Black Sheep,2011-01-21,10.0,6.1
Seashore,2015-06-21,41.0,6.9
Lootera,2013-04-04,27.0,6.6
Fire in Babylon,2011-07-22,5.0,5.2
Consolation Marriage,1931-11-21,1.0,5.0
Dear Mr. Gacy,2010-05-10,29.0,6.5
Death Machines,1976-09-14,7.0,5.6
Drunk Wedding,2015-05-22,9.0,3.8
Evidence,2011-02-28,47.0,5.1
Ghoul,2015-02-26,25.0,5.1
Ghoul,2012-04-13,5.0,4.7
Headspace,2005-01-01,12.0,4.9
Island of Love,1963-06-12,1.0,7.5
Legion,1998-04-18,4.0,3.0
Let Go,2011-10-25,8.0,6.2
Resurrection County,2008-10-19,7.0,5.3
The Rite,1969-03-25,11.0,6.9
Remains,2011-12-06,18.0,5.1
Stolen Identity,1953-01-01,4.0,3.4
Tango,1993-02-03,4.0,4.4
Devil Seed,2012-05-16,23.0,4.6
The Dark,1979-04-27,8.0,5.2
The Dark Hour,2006-10-06,21.0,5.9
The Fighting Lady,1944-12-21,2.0,5.3
The Lost,2006-03-11,18.0,6.1
The Love Light,1921-01-08,0.0,0.0
Arizona Colt,1966-08-27,1.0,7.0
The Phantom of Crestwood,1932-10-14,4.0,5.0
The Program,2015-09-16,176.0,6.1
The Red Kimona,1925-11-15,0.0,0.0
The Selling,2011-04-29,3.0,5.8
The Warrior Empress,1960-08-24,1.0,5.0
Trade Winds,1938-12-28,0.0,0.0
True Women,1997-05-18,7.0,5.2
Vanessa: Her Love Story,1935-03-01,0.0,0.0
Witchboard 2: The Devil's Doorway,1993-09-10,18.0,5.1
My Little Bride,2004-01-01,27.0,6.1
Young Bride,1932-04-07,0.0,0.0
Love Is in the Air,2011-06-23,1.0,4.0
White Rabbit,2013-09-20,20.0,6.3
The Silenced,2015-06-18,40.0,5.7
Alice in Earnestland,2015-08-13,9.0,6.2
The Classified File,2015-06-18,9.0,6.8
Helios,2015-04-30,15.0,5.0
Hollywood Adventures,2015-06-26,7.0,4.6
Hush Little Baby,2007-10-27,1.0,1.0
Carnival of Souls,1998-08-21,9.0,3.4
Full Out,2015-09-11,40.0,7.1
The Boys Club,1997-02-28,4.0,5.5
Apaharan,2005-01-01,10.0,5.5
Bangalore Days,2014-05-30,19.0,7.4
Ohm Shanthi Oshaana,2014-02-07,8.0,6.9
Baazigar,1993-11-12,29.0,6.8
Sparsh,1980-01-30,0.0,0.0
Alaipayuthey,2000-04-14,6.0,6.7
The Dirty Picture,2011-12-02,17.0,5.8
Garam Masala,2005-11-03,16.0,5.4
Chup Chup Ke,2006-06-09,14.0,5.3
Dulhe Raja,1998-07-10,8.0,6.2
Mr. & Mrs. Khiladi,1997-01-01,3.0,4.7
Vaaranam Aayiram,2008-11-14,13.0,7.5
Vedam,2010-06-04,6.0,6.1
Little Witch Academia,2013-03-02,62.0,7.1
A Small Act,2010-01-01,0.0,0.0
Cat Shit One,2010-10-17,16.0,6.2
Rabbit and Deer,2013-12-25,8.0,7.1
"Arab Cortege, Geneva",1896-01-01,1.0,5.0
The Mole at the Sea,2012-09-01,0.0,0.0
Paul Taylor Creative Domain,2014-01-31,0.0,0.0
1001 Grams,2014-09-07,11.0,5.7
Factory Girl,2013-12-08,2.0,6.5
Cemetery of Splendour,2015-09-02,50.0,4.4
Crumbs,2015-01-27,4.0,6.4
Much Loved,2015-09-16,41.0,6.0
Tiger House,2015-08-24,87.0,5.5
The Tyrannical Father,1941-09-19,10.0,7.7
Courtyard of the Ballads,1942-01-23,14.0,8.2
O Costa d'África,1954-09-19,5.0,8.0
Star,2014-06-18,13.0,5.9
The Quiet Hour,2014-09-07,25.0,4.5
Everything Before Us,2015-06-03,8.0,4.9
The Idealist,2015-04-09,9.0,7.6
"You're a Good Sport, Charlie Brown",1975-10-28,4.0,6.8
I Am Here,2014-09-30,22.0,4.9
The Legend of Paul and Paula,1973-03-14,5.0,6.8
Desolation Canyon,2006-01-06,2.0,6.0
Nana,1934-02-01,0.0,0.0
Cemetery Without Crosses,1969-01-25,10.0,6.5
L'Oranais,2014-11-19,6.0,8.2
French Blood,2015-06-10,35.0,5.9
Ricochet,2011-11-30,3.0,3.7
Arthur & Merlin,2015-04-17,14.0,5.4
Breaking Dawn,2004-10-16,8.0,5.0
The Lady in the Car with Glasses and a Gun,2015-08-05,41.0,4.6
The 10 Year Plan,2014-09-06,52.0,6.1
Urban Family,2015-08-07,3.0,6.7
The Slurb,2001-10-17,11.0,5.4
Distractions,2015-09-11,6.0,6.1
Snow-White and Rose-Red,1979-07-05,7.0,7.4
Essex Boys: Law of Survival,2015-09-21,6.0,5.4
Blastfighter,1984-07-14,11.0,3.9
A Christmas Horror Story,2015-07-20,100.0,5.5
Sissi: The Fateful Years of an Empress,1957-12-18,77.0,7.1
Sissi,1955-12-22,109.0,7.3
Evil Ed,1995-11-01,13.0,5.6
RangiTaranga,2015-07-03,3.0,6.3
Robot Wars,1993-01-01,6.0,4.2
Robo Warriors,1996-01-01,3.0,6.7
Laserblast,1978-03-01,23.0,2.5
Spookies,1986-05-14,10.0,4.1
Nightbeast,1982-11-01,9.0,3.3
Vaya con Dios,2002-03-28,5.0,6.5
The Thread,2015-04-13,7.0,6.4
Certain Prey,2011-11-06,10.0,4.3
Spicy Love Soup,1997-01-01,1.0,7.0
Life Eternal,2015-03-05,29.0,7.1
7 Chinese Brothers,2015-08-14,20.0,5.2
Beautiful Days,1955-05-25,0.0,0.0
To New Shores,1937-08-30,4.0,6.5
Virgin Mountain,2015-03-20,35.0,7.0
From The Depths of My Heart,2015-05-08,0.0,0.0
Antarctica: Ice & Sky,2015-10-21,4.0,6.5
Navy Seals vs. Zombies,2015-10-08,37.0,3.5
Rosenwald,2015-04-19,0.0,0.0
The Laundryman,2015-08-20,1.0,5.0
A Bell for Ursli,2015-10-15,3.0,7.5
Delirium,1972-07-05,6.0,5.4
Bringing Ashley Home,2011-03-20,3.0,6.7
Stavitel chrámu,1920-03-05,1.0,5.0
Sleepless In New York,2014-04-30,1.0,6.0
Mediterranea,2015-09-02,16.0,6.5
The Club,2015-05-28,66.0,6.6
Alias Maria,2015-04-03,3.0,5.0
Hotel Transylvania 2,2015-09-21,1528.0,6.7
Hidden,2015-09-15,189.0,6.5
Anti-Social,2015-01-01,10.0,5.2
The Goob,2014-09-25,16.0,7.1
The Beat Beneath My Feet,2014-09-25,11.0,7.0
A Horse for Summer,2015-01-06,3.0,8.0
Pure,2009-10-22,16.0,6.5
The Dinner,2014-09-05,39.0,6.3
The Seven Deadly Sins,1962-03-07,3.0,6.0
From the Head,2011-06-24,1.0,6.0
Solitary,2009-03-29,3.0,5.8
Triple Dare,2006-08-11,6.0,5.3
"Life, Love & Celluloid",1998-02-20,1.0,5.0
Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,2014-01-01,3.0,8.7
Tim Maia,2014-10-30,22.0,6.3
Now You See It...,2005-01-14,17.0,5.6
Stuck in the Suburbs,2004-07-16,40.0,5.2
Jump In!,2007-04-27,80.0,5.4
Winning London,2001-03-27,51.0,5.8
Minutemen,2008-01-25,52.0,5.1
30 Days Until I'm Famous,2004-05-07,2.0,5.8
2gether,2000-02-21,4.0,4.5
Too Young to Marry,2007-07-09,4.0,3.6
Fish & Cat,2013-09-06,7.0,7.0
When Day Breaks,2012-08-17,1.0,5.0
Dark Blood,2012-09-27,4.0,6.8
Not Waving But Drowning,2012-06-06,3.0,7.3
Oddball,2015-09-17,26.0,6.0
Jett Jackson: The Movie,2001-06-08,3.0,4.2
Snapphanar,2006-11-22,2.0,6.0
RUSH: Time Machine,2011-11-08,6.0,8.0
Don't Look Down,2008-03-07,11.0,5.6
Sheila Levine is Dead and Living in New York,1975-12-01,0.0,0.0
Orson Welles: The One-Man Band,1995-10-08,1.0,6.0
Dream Deceivers: The Story Behind James Vance vs. Judas Priest,1992-08-06,1.0,10.0
Daft Punk Unchained,2015-06-24,54.0,7.1
Chilling Visions: 5 Senses of Fear,2013-05-15,17.0,4.9
Aftermath,2004-03-26,5.0,6.2
Airborne,2012-03-15,24.0,3.5
An American Girl: Saige Paints the Sky,2013-07-02,5.0,6.3
The Gauntlet,2013-08-23,8.0,5.0
La corruzione,1963-11-22,1.0,7.0
Crawl,2011-10-15,13.0,5.5
First Love,1974-07-01,2.0,7.5
First Love,2000-04-01,3.0,6.5
First Love,2006-06-10,4.0,6.3
Godfather,1991-03-03,4.0,6.9
Varalaru,2006-10-20,6.0,6.1
Mansion of the Doomed,1976-10-01,5.0,6.8
Mrs. Santa Claus,1996-12-08,0.0,0.0
Murder in the Private Car,1934-06-29,4.0,4.0
Poker Alice,1987-05-21,1.0,6.0
Necessary Evil,2008-01-01,5.0,3.3
Something to Shout About,1943-02-25,0.0,0.0
Sparrows Can't Sing,1963-03-26,4.0,5.9
There's Always Vanilla,1971-12-01,3.0,4.2
The Affair,1967-05-13,3.0,7.0
Sunrise,2014-10-03,3.0,7.3
Silsila,1981-07-29,4.0,4.8
Wild Life,2014-10-29,19.0,6.7
The Silk Express,1933-06-01,2.0,5.0
"To Sir, with Love II",1996-04-07,15.0,5.8
Victim,2011-10-02,1.0,4.0
The Child,1977-06-02,10.0,4.4
Black Eye,1974-05-17,1.0,7.0
Blow for Blow,1972-06-01,3.0,7.0
The Horror of Frankenstein,1970-11-08,14.0,5.6
Immoral Tales,1974-08-17,34.0,5.4
One of Us,1989-01-01,1.0,5.0
Inside,2002-06-01,10.0,7.0
I Didn't Come Here to Die,2010-10-04,7.0,4.7
Jack and the Beanstalk,2009-11-06,22.0,5.8
Tremors 5: Bloodlines,2015-10-06,96.0,5.2
Double Teamed,2002-01-18,16.0,5.6
Horse Sense,1999-11-20,8.0,4.1
Freeheld,2015-10-02,168.0,7.1
By the Sea,2015-11-12,159.0,5.4
An Open Heart,2012-08-08,3.0,6.2
The Little Prince,2015-07-29,771.0,7.6
If You Build It,2014-01-10,5.0,7.1
Dark Star: HR Giger’s World,2014-10-23,12.0,6.9
Red Passport,2003-09-20,0.0,0.0
Food Chains,2014-04-26,8.0,7.4
Narcopolis,2015-09-25,34.0,4.8
Ashby,2015-04-19,191.0,6.2
4Got10,2015-09-11,17.0,4.3
Lucky Luciano,1973-10-10,12.0,5.2
Dheepan,2015-08-26,135.0,6.8
The Forecaster,2014-11-24,9.0,7.3
Ronaldo,2015-11-09,119.0,6.4
Svend,2011-11-25,3.0,4.5
The Flight of the Eagle,1982-08-26,4.0,6.5
Land of Dreams,1988-02-08,2.0,6.0
A Dollar Between the Teeth,1967-01-10,1.0,5.0
"A Man, a Horse, a Gun",1967-08-17,0.0,0.0
Marlene,1984-10-01,4.0,7.3
The Pedestrian,1973-09-05,2.0,7.0
Tales from the Vienna Woods,1979-05-08,3.0,6.7
Between the Lines,1977-04-27,1.0,6.0
"Liza, the Fox-Fairy",2015-02-19,30.0,7.4
Get Santa,2014-12-05,18.0,6.7
Il nome del figlio,2015-01-22,89.0,6.4
The Cut,2014-10-16,24.0,6.6
The Jackpot,1950-11-01,4.0,5.5
Gambling House,1950-12-27,3.0,5.7
City Across the River,1949-04-07,1.0,5.0
Nightmare,1956-08-20,3.0,6.0
The Work of Director Jonathan Glazer,2005-09-13,3.0,8.7
"Faster, Faster",1981-03-25,10.0,5.7
Beyond the Mask,2015-04-06,24.0,5.7
Wonder Woman,2017-05-30,5025.0,7.2
Sly Cooper,2017-12-31,0.0,0.0
Iron Sky: The Coming Race,2018-03-01,0.0,0.0
Salt and Fire,2016-11-17,15.0,5.8
The Circle,2017-04-27,1015.0,5.4
Silence,2016-12-22,754.0,7.0
The Clan,2015-08-13,120.0,6.4
Bikini Girls on Ice,2009-08-14,8.0,3.9
Glen Campbell: I'll Be Me,2014-04-24,16.0,7.1
The Victim,2006-10-11,6.0,6.5
Killer Darts,1968-05-09,6.0,6.3
Nanga Parbat,2010-01-14,9.0,6.6
Bridge of Spies,2015-10-15,2633.0,7.2
Pitch Perfect 3,2017-12-21,3.0,0.0
Les Misérables in Concert - The 25th Anniversary,2010-10-03,24.0,8.0
The Lost Medallion: The Adventures of Billy Stone,2013-03-01,13.0,5.6
If I Die Before I Wake,2001-04-24,2.0,7.5
A Tale of Love and Darkness,2015-09-03,28.0,3.9
Blood of My Blood,2011-09-27,10.0,6.8
Return to Reason,1923-09-06,12.0,6.3
Hyena Road,2015-10-09,51.0,6.1
My Internship in Canada,2015-10-02,11.0,6.3
"Gone, But Not Forgotten",2003-10-09,5.0,3.2
Honey and the Pig,2005-01-07,2.0,6.5
Amnesia: The James Brighton Enigma,2005-01-01,7.0,4.6
Tsiou,2005-10-04,1.0,4.0
2,2007-12-11,0.0,0.0
Radical Grace,2015-04-28,0.0,0.0
A Ring of Endless Light,2002-07-04,5.0,5.8
Attack of the 60 Foot Centerfold,1995-01-01,4.0,3.9
Jodi Arias: Dirty Little Secret,2013-06-22,13.0,4.0
Moscow Heat,2004-11-24,3.0,1.3
The Italian Key,2011-05-14,1.0,10.0
Manam,2014-05-23,12.0,7.8
Coming Home,2003-01-08,1.0,8.0
Mune: Guardian of the Moon,2015-02-05,97.0,7.1
Directed by Sidney Lumet: How the Devil Was Made,2008-03-04,0.0,0.0
A Bigger Splash,2015-11-26,158.0,6.0
The Sun's Burial,1960-08-09,5.0,6.6
Good-for-Nothing,1960-07-05,3.0,6.7
Morlang,2001-11-22,2.0,6.0
El pico 2,1984-11-09,4.0,6.3
Youth in Fury,1960-08-30,1.0,7.0
Argo 2,2015-04-30,2.0,9.3
The Great Hypnotist,2014-04-29,15.0,6.3
I Just Want to Kiss You,1998-01-01,2.0,5.5
Iris,2014-10-09,44.0,7.5
Where Hope Grows,2014-04-06,26.0,6.8
Ghost Writer,2007-03-09,3.0,6.3
Numbered,2012-10-14,0.0,0.0
6 Ways to Die,2015-07-31,10.0,4.2
Into the Grizzly Maze,2015-02-27,74.0,5.1
Secrets of War,2014-07-03,24.0,6.6
Where to Invade Next,2015-12-23,153.0,7.3
"Air: Eating, Sleeping, Waiting and Playing",1999-12-13,2.0,6.3
Pitbullterje,2005-11-04,5.0,6.5
Runt Page,1932-04-11,2.0,5.3
The Pie-Covered Wagon,1932-10-30,0.0,0.0
Cell 213,2011-06-10,18.0,5.1
The Dead Will Tell,2004-10-24,4.0,4.5
The Hunt for the BTK Killer,2005-10-09,11.0,4.7
Karachi se Lahore,2015-07-31,1.0,8.0
The Pleasure Is All Mine,2004-08-18,0.0,0.0
Human,2015-09-12,98.0,8.6
Eisenstein in Guanajuato,2015-02-11,21.0,6.4
The Summer of Sangaile,2015-03-29,24.0,6.1
The Pearl Button,2015-10-15,17.0,6.6
Pennies from Heaven,1978-03-07,5.0,8.2
Sleeping Giant,2015-05-14,9.0,6.3
Chasuke's Journey,2015-02-13,3.0,8.0
Lulu in the Nude,2013-09-28,11.0,6.8
Roukli,2015-09-17,1.0,0.0
Mountains May Depart,2015-12-23,57.0,7.1
"Tent City, U.S.A",2012-04-05,2.0,6.5
Titanic at 100: Mystery Solved,2012-04-15,1.0,8.0
Sleeping on Dark Waters,2008-01-01,1.0,5.0
Rainbow Bridge,1972-03-01,3.0,2.2
A Tale of Two Cities,1980-12-02,5.0,4.6
The Phantom of the Opera at the Royal Albert Hall,2011-09-27,32.0,8.3
The Indian,2007-01-01,0.0,0.0
Nina,1978-10-17,0.0,0.0
The Hoarder,2015-05-21,43.0,4.4
American Beach House,2015-07-02,9.0,4.3
L.A. Slasher,2015-06-12,10.0,3.7
Swat: Unit 887,2015-09-29,10.0,3.6
Zombie Killers: Elephant's Graveyard,2015-02-03,10.0,2.5
A Prayer for Rain,2013-10-18,12.0,5.9
Private Practices: The Story of a Sex Surrogate,1986-09-26,1.0,6.0
Fuga de cerebros 2,2011-12-02,24.0,5.4
Say Uncle,2005-07-10,1.0,5.0
Coffee Date,2006-11-10,7.0,4.6
Nous York,2012-11-06,70.0,4.6
Nobel's Last Will,2012-03-02,15.0,5.6
Carny,2009-04-24,6.0,4.3
Born Innocent,1974-09-10,6.0,5.6
Coin Locker Girl,2015-04-29,25.0,6.4
I'll Get By,1950-10-02,1.0,6.5
The Empty Canvas,1963-12-04,2.0,7.0
Assassini dei giorni di festa,2002-04-17,0.0,0.0
How to Kill a Judge,1975-02-05,0.0,0.0
Lenin: The Train,1988-11-30,1.0,6.0
Alex L'ariete,2000-07-21,20.0,2.3
A Complicated Girl,1969-02-07,0.0,0.0
The Day of the Owl,1968-02-17,11.0,6.9
The Most Beautiful Wife,1970-03-12,4.0,8.5
The Witch,1966-09-16,3.0,5.2
Playing Dead,2013-12-11,41.0,5.0
Road to Paloma,2014-04-12,28.0,5.8
The True Meaning of Pictures: Shelby Lee Adams' Appalachia,2002-09-07,0.0,0.0
South,1919-01-01,5.0,6.7
Porridge,1979-08-12,15.0,6.3
Carry On Jack,1963-11-01,20.0,6.1
An Inspector Calls,2015-09-13,42.0,7.6
La libertad,2001-06-28,6.0,6.5
Rossini,1997-01-23,7.0,7.1
Kokowaah 2,2013-01-27,77.0,5.9
Simshar,2014-04-27,0.0,0.0
The Invitation,2015-08-05,486.0,6.4
Total Reality,1997-04-03,8.0,4.3
Rage,2010-05-01,3.0,4.7
Mädchen in Uniform,1958-07-07,4.0,5.5
The Adventures of Mickey Matson and the Copperhead Conspiracy,2012-05-09,6.0,4.8
The Taste of Money,2012-05-17,23.0,6.0
The Ocean Waif,1916-11-02,1.0,1.0
'49-'17,1917-10-14,0.0,0.0
Laura Lansing Slept Here,1988-03-06,1.0,5.0
Mark of the Witch,1970-01-01,5.0,5.3
Schoolgirls in Chains,1973-01-01,6.0,5.0
Criminally Insane,1975-01-01,10.0,5.9
Criminally Insane 2,1987-01-01,6.0,2.3
The Student Body,1976-05-18,1.0,6.0
The Falls,2012-01-12,13.0,6.1
Winnie the Pooh Discovers the Seasons,1981-09-05,2.0,6.0
Buttwhistle,2014-04-25,1.0,4.0
Under the Radar,2004-01-01,2.0,5.5
Eden,2015-10-22,20.0,5.5
The Secret Lives of Second Wives,2008-06-28,1.0,2.0
Cruel World,2005-09-01,6.0,4.8
The Take,2009-06-17,22.0,7.7
By Our Selves,2015-10-01,1.0,6.0
Mia Madre,2015-04-16,109.0,6.3
The Parole Officer,2001-08-10,32.0,5.8
Meet Market,2004-01-29,0.0,0.0
Speaking of Bunuel,2000-06-09,6.0,6.5
Giovani mariti,1958-03-29,2.0,2.5
Arrangiatevi!,1959-01-01,4.0,7.0
Down the Ancient Stairs,1975-01-01,2.0,6.0
The Inheritance,1976-10-21,3.0,5.2
Metello,1970-06-02,4.0,4.5
La notte brava,1959-11-12,0.0,0.0
Il bell'Antonio,1960-03-04,10.0,6.4
La viaccia,1961-06-13,3.0,6.7
Mademoiselle de Maupin,1966-05-30,3.0,6.0
Dirty Weekend,1973-03-08,0.0,0.0
The Bishop's Bedroom,1977-01-01,1.0,7.0
Caro papà,1979-01-01,3.0,4.7
Good King Dagobert,1984-08-22,6.0,3.7
Madman at War,1985-08-14,4.0,5.3
Il commissario Lo Gatto,1987-01-01,10.0,6.3
Normal Young Man,1969-11-28,0.0,0.0
The Priest's Wife,1970-12-22,2.0,6.0
In the Name of the Italian People,1971-12-15,10.0,7.3
The Tiger and the Pussycat,1967-09-20,5.0,7.6
Scandal in Sorrento,1955-12-22,13.0,6.8
Poor But Beautiful,1957-12-30,12.0,7.3
Love and Larceny,1960-01-01,3.0,7.3
Love in Rome,1960-11-24,0.0,0.0
La Marcia Su Roma,1962-01-01,5.0,7.1
Il successo,1963-05-30,2.0,7.0
The Monsters,1963-10-26,19.0,7.4
A Daughter Of Destiny,1928-01-25,4.0,7.8
Scipione detto anche l'africano,1971-09-09,1.0,6.0
Faustina,1968-10-10,0.0,0.0
Two Heads Are Better Than None,2000-07-15,2.0,7.5
I bambini sanno,2015-04-23,8.0,6.6
The Good Father,1985-11-01,3.0,4.0
"Hail, Caesar!",2016-02-05,1338.0,5.7
2103: The Deadly Wake,1997-08-26,2.0,4.5
Spartacus,2004-04-18,18.0,6.2
Miss Conception,2008-02-08,17.0,4.2
Beauty & the Briefcase,2010-07-20,148.0,5.2
The Perfect Date,2010-05-05,56.0,5.3
Cayman Went,2009-06-05,2.0,4.5
Nightmare Detective,2006-01-01,18.0,6.2
Treading Water,2001-06-15,3.0,5.3
The Victim,2011-06-06,18.0,4.4
Hunt to Kill,2010-11-06,36.0,4.9
Operator,2015-08-21,21.0,5.2
Noble,2014-09-19,11.0,7.0
Break Point,2014-03-08,19.0,5.7
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015-08-25,24.0,6.2
Salad Days,2015-04-11,10.0,7.2
Mavis!,2015-03-15,3.0,8.0
